source_key,source_name,source_url,source_updated_at_raw,source_updated_at_iso,team_raw,seed,is_play_in,scraped_at_iso
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/6/26, 11:50pm ET",2026-03-06T23:50:00+00:00,McNeese,14,False,2026-03-07T20:42:13+00:00
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/6/26, 11:50pm ET",2026-03-06T23:50:00+00:00,Georgia,7,False,2026-03-07T20:42:13+00:00
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/6/26, 11:50pm ET",2026-03-06T23:50:00+00:00,Fairfield,10,False,2026-03-07T20:42:13+00:00
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/6/26, 11:50pm ET",2026-03-06T23:50:00+00:00,Michigan,2,False,2026-03-07T20:42:13+00:00
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/6/26, 11:50pm ET",2026-03-06T23:50:00+00:00,LMU,15,False,2026-03-07T20:42:13+00:00
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/6/26, 11:50pm ET",2026-03-06T23:50:00+00:00,Ivy,2,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Connecticut,1,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Alabama A&M,16,True,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Chattanooga,16,True,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Oklahoma St.,8,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Virginia,9,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Kentucky,5,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Georgia Southern,12,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,West Virginia,4,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Green Bay,13,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Texas Tech,6,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Fairfield,11,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Louisville,3,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Western Illinois,14,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Iowa State,7,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Rhode Island,10,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Vanderbilt,2,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Loyola Marymount,15,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,South Carolina,1,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Cal Bap,16,True,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Howard,16,True,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Virginia Tech,8,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Villanova,9,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Michigan State,5,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,N. Dakota St.,12,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,North Carolina,4,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Louisiana Tech,13,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Mississippi,6,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Arizona St.,11,True,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Stanford,11,True,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Oklahoma,3,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Charleston,14,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Tennessee,7,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Princeton,10,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Michigan,2,False,2026-03-07T20:42:13+00:00
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Idaho,15,False,2026-03-07T20:42:13+00:00
